"","ID","IND_EFF"
"1",101,-0.0052825094552203
"2",102,-0.189975680377267
"3",103,0.423790051853698
"4",104,-0.420542910274667
"5",105,-0.208987453931346
"6",106,-0.0959637192032182
"7",107,0.191370467053162
"8",108,0.291779391660605
"9",109,0.54407044140159
"10",110,0.301743708540708
"11",111,0.223401304433898
"12",112,0.385893585893333
"13",113,0.268231561225444
"14",114,-0.78248968898148
"15",115,0.426134040813534
"16",116,0.220912340824033
"17",117,-0.163029786107866
"18",118,0.0162134142447331
"19",119,0.511269751374843
"20",120,-0.167770275961633
"21",121,-0.18549638360634
"22",122,1.01766222247507
"23",123,-0.0753682977170661
"24",124,-0.06573248468172
"25",125,0.0267426580415598
"26",126,0.131782263979814
"27",127,-0.00820825270111009
"28",128,0.293319038209101
"29",129,-0.283682387339313
"30",130,0.320548655258653
"31",131,-0.357036637117323
"32",132,0.00741451382913416
"33",133,0.533304501639533
"34",134,-0.10999396320799
"35",135,-0.449659779937013
"36",136,0.0339014937316252
"37",201,0.194022392233013
"38",204,0.0576055234356934
"39",301,-0.0662780773027728
"40",302,0.191712621594
"41",303,0.17051310543892
"42",304,0.1710907825774
"43",305,0.150860330452213
"44",306,-0.0985643241629116
"45",307,-0.263607157068734
"46",308,0.563963471542967
"47",309,0.368110456152113
"48",310,0.705536034491935
"49",311,0.618386758942267
"50",312,0.881537492434267
"51",313,0.112523273634017
"52",314,0.3733866005252
"53",315,0.0601049593874999
"54",316,0.4670218006052
"55",317,0.133701719647623
"56",318,1.1244746581813
"57",319,0.0772508498893667
"58",320,0.448108296696534
"59",321,0.138268482169717
"60",322,0.243029930589757
"61",323,0.195907269654274
"62",324,-0.351035790450147
"63",325,-0.468011510651933
"64",327,0.263020917805462
"65",328,0.595019763047052
"66",329,-0.188430143841682
"67",330,-0.194752357502637
"68",331,1.09136546394347
"69",332,0.0587050905885565
"70",333,0.13414260601994
"71",334,0.39790813906429
"72",335,0.720648842971442
"73",336,0.0114427607009332
"74",337,-0.306198750290433
"75",338,-0.03598052368294
"76",339,-0.180191672989467
"77",340,0.16798407263745
"78",341,-0.117105462175467
"79",342,0.443340622657278
"80",343,-0.0960139523769901
"81",344,-0.361014872775103
"82",345,0.1113311411485
"83",346,-0.525164065667887
"84",347,-0.398122889415566
"85",348,0.355799719944427
"86",349,0.653844443069662
"87",350,0.14116123547
"88",351,0.0256454830229066
"89",401,0.215063348213876
"90",402,-0.482185888795855
"91",403,0.140153001159757
"92",405,1.03790678657331
"93",406,-0.0444022679708965
"94",408,-1.34057130441985
"95",409,-0.35655376593983
"96",413,0.219564822232168
"97",414,-0.0757613237628351
"98",416,0.9903462642728
"99",417,0.329032236237126
"100",418,-0.834318595965634
"101",419,-1.32321690097113
"102",420,-0.36799124116698
"103",421,0.163034735970915
"104",422,0.211965002867708
"105",423,0.286800525855523
"106",424,0.722314861480372
"107",425,0.208856042720433
"108",426,-0.0688925735294418
"109",501,0.246387499128333
"110",502,-0.5561226882982
"111",503,-0.329414324652013
"112",504,-0.672109095268053
"113",505,0.00664096167795508
"114",506,-0.583093384441845
"115",507,0.358530769145643
"116",508,0.189209636205091
"117",509,0.227429562609533
"118",510,-0.113880853904195
"119",511,-0.143983165322047
"120",512,0.011933492343653
"121",513,-0.0378707427305063
"122",514,0.4870600947771
"123",515,-0.00838797980431666
"124",516,-0.0742127303636065
"125",517,0.0883792419405867
"126",518,0.643900540514067
"127",519,-0.134088372688466
"128",520,0.4965730457074
"129",521,0.23060033404037
"130",522,-0.338092772683653
"131",523,-0.195279388365946
"132",524,-0.238145916665777
"133",525,-0.0343076702402931
"134",526,0.198960371367833
"135",527,0.298919946502623
"136",528,-0.0807323644076668
