ID;Time;unempl_rate;ex_deaths;sh_susp;inc_pc;cigs;sh_pop_per;sh_short_term_contracts;dep_ratio;terf2020;avg_download_speed_dic2018;share_households_nointernet;share_ind_upto10k_2019;share_ind_above75k_2019;pop_2019;share_unigraduates_3034;avg_price_house_2019;share_amount_upto26k_2019;exp_games_pc_2019;dummy_sll_b_turistico;gini_index2019
1917;2020;0.18889999;3.3671327;0.39830244;10783.093;0.000613309;1;0.41638416;0.56633037;-0.52962404;20.832226;0.074945986;0.46082515;0.003028009;8162;20.76;494.16666;0.68784183;1009.7711;0;0.38158634
1918;2020;0.1549;-2.2669675;0.3628397;12913.579;0.001374885;0.13033825;0.18595889;0.56999874;-0.48671061;117.1966;0.11418995;0.42487457;0.007822908;61758;21.098;582.0625;0.58584797;1516.7181;0;0.42532393
1919;2020;0.1684;0.98717743;0.41498464;12810.74;0.000327992;0.083981551;0.25091624;0.54961687;-0.7235738;83.567459;0.079117708;0.4245134;0.007089221;65160;22.108181;759.46973;0.58512408;1337.0333;0;0.41474283
1920;2020;0.15010001;2.4867954;0.49089479;11983.21;0.000192715;0.58890551;0.25109997;0.54965794;-1.2540622;33.110558;0.17307481;0.41509047;0.006476151;13925;23.1325;711.5625;0.67633587;1900.3494;0;0.38806528
1921;2020;0.1129;-4.3141036;0.43741244;11926.048;0.000209658;1;0.33268708;0.55215907;-1.2446474;54.669666;0.09880504;0.40439254;0.005473244;41087;25.127693;688.1795;0.68090308;1318.0657;0;0.38295352
1923;2020;0.14060001;24.045034;0.46014372;10499.022;0;1;0.45046398;0.61343706;-0.86035842;27.20974;0.072273038;0.43962467;0.002307337;9471;13.285;554.79169;0.73537725;900.8595;0;0.36688879
1924;2020;0.1472;-1.4301836;0.5054667;13914.046;0;1;0.23104709;0.4724026;-0.65637535;59.636021;0.30233929;0.44573843;0.016798928;15020;21.68;2042.3484;0.50242263;2316.0898;0;0.46314991
1925;2020;0.23370001;11.262028;0.33248582;18621.518;0.001124746;0;0.15758826;0.55522269;-0.50679451;376.75085;0.16000916;0.32903367;0.023017401;249481;25.306667;947.72571;0.41036412;1812.8175;0;0.43508869
1926;2020;0.20639999;-0.4999226;0.39101186;15026.481;0.000474947;0.059156165;0.17901357;0.54627484;-0.28416407;90.26564;0.038252782;0.37498116;0.008110143;75539;21.172142;829.88098;0.52360064;1503.8036;0;0.41517103
1927;2020;0.1552;15.232844;0.47537658;12510.198;0.000486855;1;0.25880247;0.57342654;-6.721179;105.21951;0.23298816;0.43444592;0.00694259;5766;22.190001;605.83331;0.5779838;1874.8851;0;0.41808859
1928;2020;0.1591;2.6110947;0.47820348;12579.104;0;0.24807332;0.24210359;0.58379149;-2.462563;69.005371;0.14144151;0.42726183;0.008229596;28271;21.991428;695.08929;0.59728807;1938.7688;0;0.41928077
1929;2020;0.13159999;-8.7647581;0.47794414;13540.753;0.001048951;1;0.25952578;0.54058003;-0.35026723;55.122879;0.037115365;0.40342093;0.00911495;27131;26.778334;738.91669;0.56954533;1651.3528;0;0.41702926
1930;2020;0.1376;2.2585297;0.41827363;14138.777;0.000395687;0.048960086;0.25673717;0.55994189;-0.62668097;68.793503;0.075990565;0.38203111;0.007199078;32626;25.041334;819.86108;0.55490041;1523.8667;0;0.40579706
